smarts_hash_id,unit_id,unit
9d1d5803,5893,S.1679.2
5fe81f68,5894,P.2289.48
b382dd23,5895,P.517.21
ea5c72c1,5896,cid_543854
bda02049,5897,S.944.7
cdd42475,5898,P.3061.21
39e1672c,5899,P.2989.101
2c5aa11a,5899,P.2989.101
d374b3a0,5900,P.85.2
10768c62,5901,P.2387.4
7b11c071,5902,S.1325.8
349bd8d9,5902,S.1325.8
101dcc48,5903,L-vancosamine
a5f90f7c,5903,L-vancosamine
3a5e0a84,5904,P.2844.2
a618fbfd,5905,S.1891.8
6d28302c,5905,S.1891.8
8b0d2b8f,5906,P.2385.5
3dfa6178,5907,P.3115.25
93377454,5908,P.110.14
65c936f7,5908,P.110.14
e155d091,5909,P.2336.273
0a3d81b2,5910,P.757.3
8b1f7c1b,5911,P.583.10
966ad589,5911,P.583.10
5573ce41,5912,P.3003.40
2a8e69b2,5912,P.3003.40
bc6ddc97,5913,S.1409.8
07f7f54f,5913,S.1409.8
0c3fcdf2,5914,iC11:0
173c0abb,5915,P.894.12
8223605c,5916,S.659154_B.7
b4342b84,5916,S.659154_B.7
a789a5be,5917,S.1762.39
8b9527a1,5917,S.1762.39
a29ff8d0,5918,P.M00776.7
11fa203d,5919,P.2931.74
1869b772,5920,P.2931.119
acda844b,5921,AminoProp
c5eeae43,5921,AminoProp
08afa5fd,5921,AminoProp
c9f7d288,5921,AminoProp
02690539,5921,AminoProp
5eb499b5,5921,AminoProp
9a4e8431,5921,AminoProp
120c3a32,5921,AminoProp
42e64167,5921,AminoProp
b171c300,5921,AminoProp
b1d3fdd7,5921,AminoProp
22b129a6,5921,AminoProp
6e8c5b88,5921,AminoProp
b96c4fac,5921,AminoProp
625c4a15,5921,AminoProp
7e7991a5,5921,AminoProp
c5f6de2a,5921,AminoProp
bf3e36d8,5921,AminoProp
fad5cbf5,5921,AminoProp
b9fe9542,5921,AminoProp
d172bdeb,5921,AminoProp
dc8ca5c1,5921,AminoProp
04555301,5921,AminoProp
d663171c,5921,AminoProp
39e68c29,5921,AminoProp
ae1a9129,5921,AminoProp
2850105b,5921,AminoProp
cc3569d9,5921,AminoProp
1a6637bb,5921,AminoProp
db052f7d,5921,AminoProp
07c74c3b,5921,AminoProp
d3bcf10b,5921,AminoProp
55bd60ea,5921,AminoProp
12a50758,5921,AminoProp
4bfcff85,5921,AminoProp
16718664,5921,AminoProp
2a19e850,5921,AminoProp
30b97f87,5922,S.659156_F.34
b17df515,5922,S.659156_F.34
4971aac3,5923,P.2584.42
7374b581,5924,S.1347.11
b5b17fea,5925,P.M00774.4
6c747414,5925,P.M00774.4
afa956e7,5925,P.M00774.4
c06e6c4b,5925,P.M00774.4
35ee5ebd,5925,P.M00774.4
152ac307,5926,S.861.21
41ecb8be,5927,P.2969.16
c80ef4f1,5927,P.2969.16
3d1cce88,5928,P.1589.2
7d0387ac,5928,P.1589.2
f6b13d9c,5928,P.1589.2
2f31f487,5929,P.M00893.6
f4a028df,5929,P.M00893.6
325337bd,5929,P.M00893.6
8082d8e6,5930,P.M00099.7
7c0a606e,5930,P.M00099.7
3db883b4,5930,P.M00099.7
be60cb9d,5931,P.M00810.6
7fd42955,5931,P.M00810.6
be985e72,5932,P.1742.3
04d2cb5e,5932,P.1742.3
24b05832,5933,P.1074.13
d5cf677a,5933,P.1074.13
042f633d,5934,P.1250.14
58ee7268,5934,P.1250.14
9ea6b007,5935,P.1016.4
2a102be1,5935,P.1016.4
f771e9ff,5936,P.1783.17
e521d6de,5937,P.2890.26
3d259310,5937,P.2890.26
df9383c8,5937,P.2890.26
074ad2b3,5938,P.1771.9
c398ab80,5938,P.1771.9
a2c9869f,5938,P.1771.9
552c5eb5,5939,P.3082.48
8f2b0ff2,5940,P.2982.90
3692fe80,5940,P.2982.90
6089ebdc,5941,P.224.14
29fe352c,5942,S.659086.48
08facf3f,5943,cid_5282922
805b843c,5944,P.2336.198
f59258cd,5945,P.881.4
2b7f56a0,5946,S.1729.31
f7ff3afa,5946,S.1729.31
cfec259e,5947,Enterocins
b2d1e022,5948,P.M00176.6
2675e796,5949,P.886.32
bdc2b66d,5949,P.886.32
3afde1c4,5949,P.886.32
9daec4c7,5950,P.3133.4
2b8a0c37,5951,P.M00674.13
492c847f,5952,PO-Asn
915919e3,5952,PO-Asn
939451a7,5952,PO-Asn
dd21e336,5952,PO-Asn
baaffa93,5952,PO-Asn
7d12756f,5952,PO-Asn
b25fcfe3,5952,PO-Asn
bc8e1cbb,5952,PO-Asn
1482a1b5,5952,PO-Asn
91c3c195,5952,PO-Asn
5d334d61,5952,PO-Asn
be6481f6,5952,PO-Asn
eaeb8718,5952,PO-Asn
29b18c25,5952,PO-Asn
3102254f,5952,PO-Asn
76b80f42,5952,PO-Asn
ffc06c44,5952,PO-Asn
e0499b1a,5952,PO-Asn
edb59f9c,5952,PO-Asn
030ec4af,5952,PO-Asn
aba2133d,5952,PO-Asn
715a6726,5952,PO-Asn
30ab4bb5,5952,PO-Asn
0ab01de4,5952,PO-Asn
c3d599d4,5952,PO-Asn
065d82ef,5952,PO-Asn
19903a0e,5952,PO-Asn
d152dc93,5952,PO-Asn
150df3ee,5952,PO-Asn
5ae9d391,5952,PO-Asn
a619fe1b,5952,PO-Asn
754f8fd0,5952,PO-Asn
a4807acc,5952,PO-Asn
482b8ebd,5952,PO-Asn
e48c6b6e,5952,PO-Asn
48bcc2bf,5952,PO-Asn
73680afa,5952,PO-Asn
98888107,5953,P.2726.8
b36e67fa,5953,P.2726.8
67a49b32,5953,P.2726.8
27288ba5,5953,P.2726.8
2a5f73b5,5954,P.3193.19
fec61baf,5954,P.3193.19
c96e1886,5954,P.3193.19
ff0c6a5d,5955,P.2071.30
8dd6f86e,5956,P.1675.14
5a117549,5957,P.928.3
388a156e,5958,P.1697.19
e7cefdb5,5959,P.M00533.5
546d4d9a,5960,P.3048.26
d49a3400,5961,S.685.19
7f273c08,5961,S.685.19
c5cf788b,5961,S.685.19
b6247acc,5962,P.M00085.49
e4f45449,5963,iC14:0
8137fe49,5963,iC14:0
95b290f4,5963,iC14:0
8b859c21,5964,P.2867.8
7b6e29ae,5964,P.2867.8
5eb1bc66,5965,P.M00113.31
fcff4394,5966,P.M00774.17
04250008,5966,P.M00774.17
f5461089,5967,P.M00087.20
68f8dc7a,5967,P.M00087.20
51dce052,5968,P.419.4
a74a870b,5969,P.1589.7
57f0f471,5969,P.1589.7
efa3307f,5970,P.1873.19
535f3074,5971,P.444.4
9aa94795,5972,P.3116.10
40fa51bf,5973,P.150.4
6d864e0a,5974,P.M00843.7
4282a897,5974,P.M00843.7
42cd7174,5975,P.3173.17
76e3f2eb,5976,P.M00176.1
cb7730fc,5977,P.939.4
f2446007,5978,P.907.16
6fb84a58,5978,P.907.16
7da9d856,5979,S.1320.6
48c88548,5980,P.3021.41
a99c4c9e,5981,P.2701.7
f739b1b2,5982,S.923.18
4bf68f3b,5982,S.923.18
03286f82,5982,S.923.18
c11733c3,5983,S.1591.19
984f1630,5984,P.2085.10
8458e09c,5985,P.871.19
7774ad1d,5986,S.1249.8
42259d16,5986,S.1249.8
68aaf80b,5987,S.1019.65
c65a0499,5987,S.1019.65
85773ed1,5988,S.659081.28
09364a70,5989,P.1549.3
4705111a,5990,P.M00580.3
2b07571d,5991,S.1255.8
b4fde2a9,5992,cid_6439582
5fb5a75b,5993,S.1330.48
9ba6c6d9,5993,S.1330.48
468bcbda,5994,P.3020.66
780f50a0,5994,P.3020.66
821dd12e,5994,P.3020.66
5dd4d54b,5995,P.3237.7
95ff2253,5996,cid_5312293
cdb10aa4,5997,P.M00776.17
9a78f68a,5998,P.1211.13
c935e06d,5999,P.2665.13
41072187,5999,P.2665.13
9d48d42b,6000,P.2001.9
2aa4f59d,6000,P.2001.9
1b45111d,6001,P.365.4
8fcf9b9a,6002,P.2212.3
d6b128bb,6003,P.M00778.47
8e06aae4,6003,P.M00778.47
90560f7e,6003,P.M00778.47
5fc2d835,6004,P.1063.7
39f90e7e,6005,P.87.2
53c0d009,6006,P.3080.103
248e31d5,6007,P.1370.3
245e5fc7,6008,P.636.19
d8a2e967,6008,P.636.19
cd281437,6009,S.659155.3
e840dfa7,6010,S.659155.48
b22af22a,6011,S.659155.57
65479e5a,6012,P.M00922.8
e9ec92d1,6012,P.M00922.8
303fbb70,6013,P.522.5
4b56d123,6014,P.M00535.1
8a83b058,6015,"4-N,N-dimethylamino-4-deoxy-5-C-methyl-l-rhamnose"
f1f11e69,6016,P.2821.8
80ec121d,6016,P.2821.8
48e8c857,6017,S.1865.10
adfa5292,6018,P.894.1
3a1357d4,6019,S.839.9
1e0550f1,6019,S.839.9
1f1af6e2,6020,P.3177.27
1b020a72,6021,P.3061.162
d9b99350,6021,P.3061.162
853eb0a5,6022,P.4.28
93c245b9,6022,P.4.28
cb0c1cf5,6023,S.659089.43
40528dab,6024,P.442.6
26e8ad6b,6025,P.1125.4
7b725aaa,6025,P.1125.4
41ed2f28,6026,P.795.9
ad0fa220,6026,P.795.9
58da3c3c,6027,"3-amino-4,7-dihydroxycoumarin"
ed6fc42c,6028,P.1049.6
fe01cfbb,6029,S.1871.33
5b8d1c78,6030,P.2890.32
c4821d40,6030,P.2890.32
35f24cc2,6031,D-desosamine
8bd378bf,6031,D-desosamine
f0ffece5,6032,P.2199.65
d04ae2e9,6032,P.2199.65
bbab306e,6033,P.2650.2
c5ec9f6f,6033,P.2650.2
e642e23e,6034,P.2156.14
fe80d33d,6035,P.583.9
cbadf88b,6036,P.2142.7
830930ad,6037,P.3061.227
43d20d67,6037,P.3061.227
d2691c56,6038,P.2392.17
3e6c16d0,6039,P.3061.29
192b72df,6039,P.3061.29
1e8cd8e7,6040,P.1741.1
2fcdfdf4,6041,P.1568.10
e0e67b5b,6042,P.2954.41
19a301b1,6043,P.M00122.4
e10e0b5c,6043,P.M00122.4
d0cd5151,6043,P.M00122.4
70363fb9,6043,P.M00122.4
ca4869bf,6044,P.M00935.10
630fc5a5,6044,P.M00935.10
2f5040ee,6044,P.M00935.10
74e844f5,6044,P.M00935.10
bd8972bb,6044,P.M00935.10
7a1f6dff,6044,P.M00935.10
462d1a06,6045,P.M00537.5
a21b91c9,6045,P.M00537.5
33ba8e05,6046,P.M00113.34
ee9db2b0,6047,P.M00044.17
a468a915,6048,P.M00917.48
11bb66ea,6048,P.M00917.48
c996ba41,6048,P.M00917.48
e669f105,6048,P.M00917.48
ea5f2d82,6048,P.M00917.48
d68a42e9,6049,P.M00378.16
1edf87fc,6050,P.652.3
bbcc9153,6050,P.652.3
3dcee18d,6050,P.652.3
390157ba,6051,P.2815.10
7e201eff,6051,P.2815.10
6973301e,6052,P.M00087.40
844d370b,6053,P.2931.64
1f26cd5d,6054,acylSer
a28fb8f3,6054,acylSer
761998b6,6054,acylSer
fb7c7f2d,6054,acylSer
1b5323f1,6054,acylSer
a5c168ab,6054,acylSer
d0b10828,6054,acylSer
3eeda3fc,6054,acylSer
5baf6f05,6054,acylSer
96b90366,6054,acylSer
a274fe67,6054,acylSer
8d3de594,6054,acylSer
142970ae,6054,acylSer
19f870dc,6054,acylSer
aae6f02d,6054,acylSer
8c169b93,6054,acylSer
fc274b01,6054,acylSer
d3b42fc2,6054,acylSer
d4a3c523,6054,acylSer
2c69df91,6054,acylSer
4da05fdd,6054,acylSer
ec365e62,6054,acylSer
c0d82fd4,6054,acylSer
1357f4a9,6054,acylSer
9dee178e,6054,acylSer
efa7b288,6054,acylSer
549934bf,6054,acylSer
2ea66948,6054,acylSer
be4fabd0,6054,acylSer
315f7454,6054,acylSer
a52cf927,6055,cid_10402
37fd23c5,6056,P.2610.49
64d87c3b,6056,P.2610.49
1788c27a,6057,P.73.9
482a894f,6057,P.73.9
a4fd8d6a,6058,P.1697.6
cf9cccd8,6059,P.M00921.13
6f84dd16,6059,P.M00921.13
e8161231,6060,P.3068.44
c57fc175,6060,P.3068.44
788f115e,6061,S.1245.32
8bbb52bc,6061,S.1245.32
38e0cf0f,6062,P.3068.111
44559f23,6063,P.256.3
50feb4a6,6064,P.1412.14
3a70dafc,6064,P.1412.14
b4cda085,6065,P.2993.6
7abeaa90,6065,P.2993.6
d401e334,6066,P.2056.4
cfc3b1e2,6067,P.66.6
771e48d7,6067,P.66.6
70f62dc2,6068,P.2402.21
a706ad23,6069,P.2610.42
5b5d2db6,6070,P.1200.1
477336e4,6071,P.M00928.8
8442e63b,6071,P.M00928.8
51ad1200,6072,P.473.14
d52b60ce,6072,P.473.14
605e1960,6073,P.2336.36
230ec3e5,6074,P.2336.253
b952f4b7,6075,S.828.73
477964dc,6076,S.1923.9
d399dfdb,6077,P.2716.25
76be868b,6078,P.3060.12
6221607d,6079,P.982.22
5389407a,6079,P.982.22
0094054d,6080,P.41.25
ed3d1229,6080,P.41.25
e5cee925,6082,P.969.25
3955ed7d,6082,P.969.25
3d1a515c,6083,P.876.32
4f7bddaa,6083,P.876.32
365294ba,6084,P.930.2
ec6c677e,6085,P.M00636.8
b66a403e,6085,P.M00636.8
4107eebc,6086,S.900.4
1830fab2,6086,S.900.4
c431134b,6087,S.1309.17
c57e52bb,6088,P.306.22
0e962372,6089,cid_5281166
9b6499e9,6090,S.659143.7
7d89f545,6091,P.M00838.9
286634dd,6092,P.3061.122
0b880a8c,6093,P.M00932.3
bae8ca7a,6094,P.M00309.6
9af41d37,6095,P.3079.108
04e655d5,6096,P.3069.39
8c1af96b,6096,P.3069.39
bac4abfe,6097,P.804.8
d8549543,6097,P.804.8
f5d9c513,6097,P.804.8
c35cc5e1,6098,P.M00372.24
a053b82f,6099,P.M00532.4
d7aaedb3,6099,P.M00532.4
41376659,6099,P.M00532.4
cb2e1803,6100,P.3037.2
7f98dc4a,6101,P.M00368.10
3ba54571,6101,P.M00368.10
435ea096,6102,P.3070.11
62ef5f59,6103,C7:0-Me(2)-OH(3)
15b2eaab,6104,S.1101.19
230d13ba,6105,S.659150_B.2
08c8d902,6106,P.M00914.3
4eea665a,6106,P.M00914.3
663f6882,6107,cid_21488
847e1026,6108,P.288.31
cb3e59d0,6109,P.M00783.1
cdcd7a7e,6109,P.M00783.1
5f6471f9,6110,P.2991.45
f3d5b386,6110,P.2991.45
5d58d226,6110,P.2991.45
87571f84,6111,S.1409.5
a2be8352,6111,S.1409.5
70ddab99,6112,P.876.22
c42fabb9,6112,P.876.22
998e66bd,6113,P.2991.12
846f9b0c,6113,P.2991.12
391cd174,6114,P.3082.76
7d9f92dc,6114,P.3082.76
37504d5b,6115,S.1062.43
8cbc6d6f,6116,P.954.26
f5f913bf,6117,S.1198.27
003f6b6e,6117,S.1198.27
c9792da8,6118,cid_5282945
950f4525,6119,P.845.1
79bb428d,6120,P.M00830.13
a1f64e00,6120,P.M00830.13
f4cb6ce9,6121,S.613.14
c8964c10,6121,S.613.14
6e221857,6122,S.1591.39
55191312,6122,S.1591.39
6694fb8c,6123,P.530.7
fc038564,6124,P.652.5
42f32cb1,6125,P.3105.24
bcd36edf,6125,P.3105.24
72a8a015,6126,P.3082.41
5213c51b,6127,P.M00917.2
0178e102,6128,P.M00541.6
32a52f60,6128,P.M00541.6
7ff6cce7,6129,P.M00035.19
08035af3,6129,P.M00035.19
2187c116,6130,P.805.12
2af98bb9,6131,P.622.23
3ee3f7b0,6131,P.622.23
db3151b5,6131,P.622.23
0f35a99b,6132,P.43.14
2ae1e838,6132,P.43.14
12c038b7,6133,P.1398.33
315aef38,6133,P.1398.33
09c8b3d0,6134,P.2857.23
f44de384,6134,P.2857.23
768d7d92,6135,P.1400.10
453b1543,6136,P.1374.13
cdce00b2,6137,P.2117.7
ca18da72,6138,P.987.34
c32bc572,6139,P.2680.1
5026291b,6139,P.2680.1
02967f31,6140,P.2954.46
2cd9ee1e,6141,S.659155.54
9dd8ebac,6142,S.827.5
75b830e3,6142,S.827.5
0317ea57,6143,P.M00057.3
f494d9a1,6143,P.M00057.3
e8a753e5,6143,P.M00057.3
bb5d81f7,6144,P.M00535.5
9de37bdd,6145,P.2182.9
36461b4b,6146,P.1460.11
637d0491,6146,P.1460.11
fcf3d435,6147,P.3060.34
3f400dcb,6148,P.805.8
d4309af1,6149,P.2752.2
7f2daad6,6149,P.2752.2
19c3736c,6150,P.3115.72
2e01f16e,6151,P.2396.9
85f9bf32,6152,P.367.33
6a41e14a,6153,COO-Me
54771ebd,6154,P.3117.7
3d999c6a,6155,S.1383.4
15e85ecd,6155,S.1383.4
61d888af,6156,cid_300
78f211c7,6157,S.659081.94
277ad9bf,6158,S.1964.8
e81afb60,6159,P.2969.8
bb2a7ebb,6159,P.2969.8
d0507453,6160,P.M00800.5
a6a6df5e,6160,P.M00800.5
83aacc1f,6160,P.M00800.5
0eb5fbd9,6160,P.M00800.5
6a831127,6161,P.655.1
b9ded467,6162,S.1621.5
3116ab5b,6163,P.3184.22
6dcb4945,6164,P.M00526.1
0552ddfb,6164,P.M00526.1
d3db9975,6164,P.M00526.1
3e752073,6165,P.2709.3
75dd001d,6166,P.3115.42
1c0594a8,6167,S.991.7
502303cd,6168,P.M00036.10
6c5a47fc,6169,S.659095.58
3c8dcfed,6169,S.659095.58
65240238,6169,S.659095.58
ff1d13aa,6170,DADH
6a956d69,6170,DADH
2789f956,6170,DADH
d92fb9fd,6170,DADH
757f2953,6170,DADH
a60d30c9,6170,DADH
7c6d502d,6170,DADH
196f485d,6170,DADH
63912146,6170,DADH
6853544f,6170,DADH
95b07ae1,6170,DADH
13ccec5d,6170,DADH
f7d81181,6170,DADH
e95fb097,6170,DADH
c4d2b9b2,6170,DADH
66782e85,6170,DADH
6b6db936,6170,DADH
5bc1b0d6,6170,DADH
deec4213,6170,DADH
8d27cc84,6170,DADH
9f816e32,6170,DADH
2c7de5e1,6170,DADH
411c00ad,6170,DADH
ea0a1fa4,6170,DADH
5a57a8e3,6170,DADH
dfe99f99,6170,DADH
8b4177ad,6170,DADH
ace4b404,6170,DADH
5bf1c84e,6170,DADH
1ac12f6d,6170,DADH
b8769fd4,6170,DADH
4d1923d9,6170,DADH
faff71f3,6170,DADH
974757e2,6170,DADH
7b3f32f5,6170,DADH
6073a7d7,6170,DADH
41bfc07a,6170,DADH
6e14b3e8,6171,P.636.8
29c894b7,6171,P.636.8
f6e1311d,6171,P.636.8
f2215539,6172,P.2085.5
908c9a08,6173,P.M00063.4
2c76a908,6174,P.3033.67
7b124b58,6175,P.722.4
06991cc0,6176,P.1024.3
b9e1cdbb,6176,P.1024.3
5ff86194,6177,cid_52921867
59eb09ca,6178,P.599.9
64b6bc61,6178,P.599.9
b66673e7,6178,P.599.9
217a826b,6178,P.599.9
5ad4dd54,6178,P.599.9
4549cb13,6179,S.659150_E.10
6b6e3281,6179,S.659150_E.10
335d3dd6,6180,P.M00573.14
8ba46dd3,6181,P.886.8
1998ddaa,6181,P.886.8
69d1adec,6182,P.3139.3
e6ae9408,6182,P.3139.3
d02488f3,6183,P.194.3
bcfae43e,6184,P.M00369.8
f4fa686e,6184,P.M00369.8
fe6941dc,6185,P.M00017.30
77fc5cc7,6185,P.M00017.30
f2595c19,6186,P.M00925.45
3fd51aa2,6186,P.M00925.45
6a3864d4,6187,P.M00831.14
a717aef8,6187,P.M00831.14
c310a3f1,6188,P.1639.4
330f7162,6189,P.3114.26
1d058e04,6190,P.2922.61
de6d47d6,6190,P.2922.61
c7deb5aa,6191,P.1545.19
07f2c65f,6192,P.934.8
f9c128fd,6193,P.952.3
d65c1cd9,6193,P.952.3
8cd42ed3,6194,P.716.2
7bd04e19,6195,S.771.9
23691ddf,6195,S.771.9
6d21e47c,6196,S.1177.29
807404c1,6197,P.998.4
cb1fe201,6197,P.998.4
70b3aa7c,6197,P.998.4
5aa7dc9e,6198,cid_5312975
60db91ff,6199,P.1640.4
c0149228,6200,P.2194.5
1eeadcc2,6200,P.2194.5
73380373,6201,P.1763.42
798fe075,6201,P.1763.42
5342e222,6202,cid_620397
e322db17,6203,P.1088.4
c50dd07d,6204,P.610.7
ad22ae56,6205,P.1770.13
330a1d3f,6205,P.1770.13
d76d26fb,6206,P.485.2
880a7192,6206,P.485.2
8ac5ff17,6207,P.1714.9
ddc81d65,6207,P.1714.9
ff49b42b,6208,P.2031.9
a4f6bb2d,6208,P.2031.9
bec30d8d,6209,S.659089.36
f306af53,6210,cid_6450029
cb065a35,6211,P.2985.112
08a61db0,6211,P.2985.112
3e105edc,6212,P.M00099.3
5c14d4d2,6212,P.M00099.3
59fdc69e,6213,iC13:1(3)
c951bd91,6214,P.3067.58
7ba1f90b,6215,P.2972.3
f07c4e30,6216,S.1807.1
50ca199c,6216,S.1807.1
c2b8d64b,6217,P.1215.27
8a75b777,6218,P.1227.6
d63d6864,6219,S.1198.19
39b8b6ad,6219,S.1198.19
11922aff,6220,P.3011.34
4e741f4c,6221,S.1879.4
8fd55b68,6222,P.442.2
f062bc63,6223,P.3042.9
0512925a,6223,P.3042.9
a1039332,6224,P.1902.13
65db4961,6225,P.2891.8
b7103e8b,6226,P.975.14
3c888ead,6226,P.975.14
863371df,6226,P.975.14
efd285a9,6227,P.M00104.33
1d24aca2,6227,P.M00104.33
4070ce3a,6228,S.1116.4
316de566,6228,S.1116.4
82834e2b,6229,P.1443.49
9929ad0e,6230,P.3104.10
0931fd42,6230,P.3104.10
c732058c,6231,P.M00085.33
8bb1f563,6232,Mopa
2c191b0e,6232,Mopa
cc2555f7,6233,Hiv
a4bdf153,6233,Hiv
2b770d20,6234,P.M00083.1
b5b3d7d6,6234,P.M00083.1
2bbeb06e,6235,P.834.58
cdb7f084,6235,P.834.58
825ec9c6,6236,OMeMal-KS
83b6f04f,6236,OMeMal-KS
d2abd2f4,6236,OMeMal-KS
f7916501,6236,OMeMal-KS
7de80c18,6236,OMeMal-KS
af476aa7,6236,OMeMal-KS
c36ab29c,6236,OMeMal-KS
206a578c,6236,OMeMal-KS
69211cb2,6236,OMeMal-KS
168e7293,6236,OMeMal-KS
fdef6289,6236,OMeMal-KS
f7e1e2f3,6236,OMeMal-KS
ffde8999,6236,OMeMal-KS
4d14f7d8,6236,OMeMal-KS
b09bbd78,6236,OMeMal-KS
00ee3f2a,6236,OMeMal-KS
6fa6f770,6236,OMeMal-KS
2bcf4ced,6236,OMeMal-KS
f04b72d6,6236,OMeMal-KS
6f09f8d8,6236,OMeMal-KS
eeb96bfc,6236,OMeMal-KS
be120b62,6237,S.659084.224
6deecd99,6238,P.1405.12
96f441a6,6239,P.1729.3
7c37b747,6239,P.1729.3
426cc807,6240,S.1916.67
fdb15065,6240,S.1916.67
5d63e7cf,6241,P.1842.1
2a0172b8,6241,P.1842.1
14d62b4d,6242,P.3117.58
eb3a28b1,6243,P.1344.33
f9fc8224,6244,MecPGly
ebf394ae,6244,MecPGly
70fa6ba1,6244,MecPGly
61a7433d,6244,MecPGly
b329b34c,6244,MecPGly
c36207f6,6244,MecPGly
035031fd,6244,MecPGly
58d4d5c7,6244,MecPGly
dccc37fb,6244,MecPGly
26a4949b,6244,MecPGly
2671b44c,6244,MecPGly
114d3ab3,6244,MecPGly
ea9aed6c,6244,MecPGly
83d374db,6244,MecPGly
b802ef12,6244,MecPGly
7ad929d7,6244,MecPGly
073dfb0d,6244,MecPGly
ff3f835c,6245,P.1357.3
7db5f6fc,6246,P.3230.1
c6721141,6247,P.739.5
70a218ea,6248,S.860.9
a8b75b9e,6248,S.860.9
dfe3d4c2,6248,S.860.9
0335dd78,6249,P.3031.87
b2e216aa,6249,P.3031.87
67406fc9,6250,P.1245.8
ee92b39c,6251,P.2080.27
c50cd439,6252,P.M00372.22
99e1c76a,6252,P.M00372.22
c51280e4,6253,P.2293.6
fdb268d4,6254,P.65.5
65103cc2,6255,P.M00114.20
7d04e543,6256,S.860.27
d8d2ffad,6256,S.860.27
48675ecb,6257,P.817.11
4c0af347,6258,P.238.1
ea6dae37,6258,P.238.1
5b032a41,6259,cid_97328
3c4e6478,6260,P.969.46
42d7be30,6260,P.969.46
ca1e1389,6261,P.3006.3
8592ec51,6262,P.M00917.10
dd6ac9fa,6262,P.M00917.10
ed746fe7,6263,P.1672.27
5b3a0922,6264,3hHyT
1a20452d,6264,3hHyT
03769680,6264,3hHyT
0895c69b,6264,3hHyT
e84907ed,6264,3hHyT
45d0bacf,6264,3hHyT
e976c248,6264,3hHyT
7ecd28ae,6264,3hHyT
02c2e642,6264,3hHyT
f3c2bf48,6264,3hHyT
5c4e91ac,6264,3hHyT
fdda2238,6264,3hHyT
3da0dab3,6264,3hHyT
723ec88c,6264,3hHyT
033ebcc2,6264,3hHyT
8ef6999e,6264,3hHyT
92604168,6264,3hHyT
3b22a586,6264,3hHyT
90700b84,6264,3hHyT
97eeb3d1,6264,3hHyT
13cde2bb,6264,3hHyT
28a2e809,6264,3hHyT
d5dd9070,6264,3hHyT
aa23c0f7,6264,3hHyT
6f5ad437,6264,3hHyT
49f5fa88,6264,3hHyT
b8032a14,6264,3hHyT
0bdbc9bf,6264,3hHyT
6ed800cf,6264,3hHyT
fde771fe,6264,3hHyT
c678eb8b,6264,3hHyT
0b1a8035,6264,3hHyT
5176482d,6264,3hHyT
b3e8eb59,6264,3hHyT
953de6fd,6265,P.953.3
ecc6bf02,6265,P.953.3
5ecc707f,6265,P.953.3
f5ece66d,6266,P.1261.28
6cde7dd7,6266,P.1261.28
78e3a98b,6267,P.3049.9
88453cd9,6268,P.1763.46
2d0d8b6b,6268,P.1763.46
69155f05,6269,P.2931.7
5068b6c5,6270,P.M00763.8
7ff570a6,6271,P.925.7
a7af8127,6272,P.218.4
334e0ec5,6273,P.929.9
86ee358e,6273,P.929.9
2ad03d53,6274,P.682.20
81d00bc1,6275,S.659107.17
1e4a5689,6276,S.802.5
8118dec6,6276,S.802.5
92b8eba2,6277,P.2917.123
0b93dd9c,6278,P.M00878.29
6a42eb98,6279,P.244.1
59a5cd8d,6280,P.M00878.10
6dceaa30,6281,P.M00128.2
ee8835e4,6281,P.M00128.2
ea5c1313,6281,P.M00128.2
8025e4cc,6281,P.M00128.2
7b2ac7e5,6281,P.M00128.2
e1597265,6282,P.M00909.8
65112018,6282,P.M00909.8
9fc4e566,6282,P.M00909.8
ee7a1420,6282,P.M00909.8
082bb926,6283,S.659113.44
ec4ee8d7,6284,P.69.6
d4bda920,6285,P.1326.6
392b438c,6285,P.1326.6
898930d4,6286,P.2580.8
fd776e20,6286,P.2580.8
1ccb0bde,6287,C12:0
6c59e041,6288,P.2171.24
2c3a9a13,6289,P.2519.5
11a854a9,6289,P.2519.5
2e648e6b,6290,S.659142.48
86902595,6291,S.659084.86
a60c9bc6,6292,P.M00099.6
4ff82510,6292,P.M00099.6
bf61755d,6293,P.1232.5
dc82cc11,6294,P.M00624.6
88a7d148,6295,cid_5283137
b95ee853,6296,P.M00055.2
cdc9ae97,6296,P.M00055.2
84aa1c1a,6296,P.M00055.2
e1e9cfa3,6297,P.781.8
3637958d,6298,P.1764.13
3f2ae74e,6299,P.M00113.41
ab1cae0f,6300,P.367.35
e7d8f9be,6301,P.690.10
b5b859cb,6302,P.490.7
f1cb22b9,6302,P.490.7
b4d2f3e8,6303,P.1248.8
0ef41072,6303,P.1248.8
d67ec5b5,6304,P.3140.54
7b0e0a53,6305,cid_42607281
0be94d35,6306,P.M00432.3
c7cf8e19,6306,P.M00432.3
a5937a3f,6307,P.M00067.8
a6525f33,6307,P.M00067.8
43d5f8a0,6308,P.3059.23
9684b0fa,6308,P.3059.23
791dfd7a,6309,P.M00122.39
edb58de1,6310,P.M00124.3
15a32660,6311,S.659096.12
5e0ed599,6312,P.2107.1
f5e96b2b,6313,P.2289.6
9b001712,6314,P.2027.7
11710f78,6314,P.2027.7
76cc9380,6314,P.2027.7
520c78c0,6315,P.1174.9
0c1c7093,6315,P.1174.9
f9a4776b,6316,P.2486.30
