metabolite_id,smiles,chemotype
86756,C/C=C(\CO)C(=O)O[C@H]1[C@H](O)C(C(=O)OC)O[C@H]2C[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@H]3O[C@@]21O,Nucleoside
86759,CCC(C(=O)C(C)[C@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)CCCNC(C)=O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,TypeIPolyketide
86760,O=C(O)C[C@@H](O)C1=C2C(=O)c3c(O)cccc3C(=O)[C@]2(C[C@H](O)C=C(O)O)c2c1c(O)c1cccc(O)c1c2O,TypeIIPolyketide
86763,COC(C(=O)C(O)C(C)O)[C@H]1Cc2cc3cc(O[C@H]4C[C@H](O[C@H]5C[C@H](O)[C@H](O)[C@H](C)O5)[C@H](OC(C)=O)[C@H](C)O4)cc(O)c3c(O)c2C(=O)C1O[C@H]1C[C@H](O[C@H]2C[C@H](O[C@@H]3C[C@@](C)(O)[C@@H](OC(=O)C(C)C)[C@@H](C)O3)[C@H](O)[C@H](C)O2)[C@H](O)[C@H](C)O1,TypeIIPolyketide
86766,CCCC[C@@]1(OC(=O)CCC(=O)O)CC[C@]2(CC[C@H](C)[C@H](C/C=C(C)/C=C/[C@H](O)[C@H](C)/C=C\C(=O)O)O2)O[C@@H]1/C=C\C(C)=C\C(=O)O,TypeIPolyketide
86767,COc1cc(C2[C@@]3(O)C(C(=O)c4ccccc4)[C@@]4(O)C(=O)O[C@H](C[C@]24O)[C@@H]3O)oc(=O)c1,TypeIIPolyketide
86768,CN=C(N)NCCC/C=C/CCC[C@H](C)CC(C)[C@H]1OC(=O)C(C)[C@@H](O)/C=C/[C@@H](C)[C@@H](O)C[C@@H](O)[C@@H](C)[C@@H](O)CC[C@@H](C)[C@@H](O)C[C@@]2(O)O[C@@H](C[C@@H](O)C[C@H](O)C[C@H](O)[C@H](C)[C@@H](O)/C=C\C=C/[C@@H]1C)C[C@H](O)[C@@H]2O,TypeIPolyketide
86770,CC(=O)N[C@H]1[C@@H](O[C@@H]2O[C@H](C[C@@H](O)[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@H](O)[C@H](O)[C@H]2NC(=O)/C=C/CCCCCCCCCCC(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O,Nucleoside
86771,Cn1c(=O)c2[nH]c(=O)nnc2n(C)c1=O,Alkaloid
86772,CO[C@@H]1[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,TypeIPolyketide
86773,C[C@H](OS(=O)(=O)O)C1C(=O)N2C(C(=O)O)=C(SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO)C[C@@H]12,BetaLactam
86775,CC[C@H](C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)C)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)O[C@@H]5C)ccc(C)c4oc-3c(C)c(=O)c2N)[C@@H](C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,NonRibosomalPeptide
86776,COC(=O)C1c2cc3c(c(O)c2[C@@H](O[C@H]2C[C@H](N(C)C)[C@@H](O[C@H]4CC[C@H](O[C@H]5CC[C@H](O)[C@H](C)O5)[C@H](C)O4)[C@H](C)O2)C[C@@]1(C)O)C(=O)c1c(O)cccc1C3=O,TypeIIPolyketide
86777,NC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O[C@H]3O[C@H](COC(N)=O)[C@H](O)[C@H](N)[C@@H]3O)[C@@H](N)C[C@@H]2N)[C@H](N)[C@H](O)[C@@H]1O,Aminoglycoside
86778,CC(C)CC(NC(=O)C(N)c1cc(O)cc(O)c1)C(=O)N(C(=O)C(NC(=O)C(=O)C(N)Cc1ccccc1)C(C)C)[C@@](C(=O)O)(C(=O)C(N)C(C)C)C(C)C,NonRibosomalPeptide
86779,NC(=O)NC(CC[C@@H](N)C[C@H]1O[C@H](n2cnc3c(N)ncnc32)C[C@@H]1O)C(N)=O,Nucleoside
86781,CCCCCCCCCCCCC[C@H](CC(=O)O[C@H]1CN(C)C([C@H](O[C@H]2O[C@@H](CN)[C@H](O)[C@@H]2O)[C@@H]2O[C@H](n3ccc(=O)[nH]c3=O)[C@@H](OS(=O)(=O)O)[C@H]2O)C(=O)N(C)C1C(=O)O)OC(=O)C[C@H](C)CC(=O)O[C@@H]1O[C@H](C)[C@H](OC)[C@H](OC)[C@@H]1OC,Nucleoside
86783,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)O)[C@H]1O[C@H](n2cc(C=O)[nH]c2=O)[C@@H](O)[C@H]1O,Nucleoside
86784,C/C=C/C=C/C=C/[C@H](O)C[C@H](OP(=O)(O)O)[C@](C)(O)/C=C/[C@H]1CC=CC(=O)O1,TypeIPolyketide
86785,Cc1cc(=O)c2c(O)c3c(=O)cc(O)c4c3c3c(cc(O)c1c23)[C@](C)(O)C=4O,TypeIIPolyketide
86788,CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OCC2=CC=CCC(=O)[C@@](C)(O)C[C@@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](OC)[C@H]3O)[C@@H](C)/C=C/C(=O)O[C@@H]2C)[C@@H]1OC,TypeIPolyketide
86789,CO[C@H]1CC[C@H](OC[C@]2(COC(=O)c3ccc[nH]3)[C@@H](OC(C)=O)C[C@@H](O)[C@]3(C)[C@H]4CC=C(C)[C@@H](C5C(=O)C(=O)O[C@H]5O)[C@]4(C)CC[C@@H]23)O[C@@H]1C,Terpene
86790,CC(=O)N[C@@H](CCCNC(=O)C[C@@H](N)CCCNC(=O)C[C@@H](N)CCCN)CC(=O)N[C@@H]1[C@@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@@H]1NC1=NC(C(=O)O)[C@@H]([C@H](O)CN)N1,NonRibosomalPeptide
86792,CC[C@H]1C[C@H](O)[C@@H]2[C@H]1C[C@]1(C)CC[C@@H](C(CO)CO)/C1=C/C[C@@]2(C)O,Terpene
86793,C=c1c2c(c(O)c3c(O)cc(OC)c(O)c13)C(=O)[C@@]1(O)C(=O)C(C(C)=O)[C@H](O)[C@H](O[C@H]3CC[C@H](O)[C@H](C)O3)[C@]1(O)C=2,TypeIIPolyketide
86794,CCCCCCC/C=C\C(=O)NC(CCCNC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)N(C(=O)C(N)CCNC(=O)C(N)C(C)O)[C@H](CO)CC(N)=O)C(O)C(N)=O,NonRibosomalPeptide
86795,CNC(CCCN(O)C(=O)C(CO)NC(=O)C(CCCN(O)C(C)=O)NC)C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
86796,C[C@H](O)[C@]1(O)[C@H](O)O[C@@H](O[C@H]2c3cc4c(O)c5c(O)cccc5c(O)c4c(O)c3C3=C[C@]2(C)O[C@]32C=C3CCN=C3N2)C[C@@H]1O,TypeIIPolyketide
86798,C=c1c(C(C)=O)c(O)cc2c3c4c(cc(C)c(O)c4c(O)c12)[C@]1(CC=3)c2cc(O)c(C(C)=O)c(C)c2C(=O)c2c1ccc(C)c2O,TypeIIPolyketide
86799,COC(=O)C[C@H]1C[C@]23O[C@@]2(C(=O)c2c(O[C@H]4OC(C(=O)O)[C@H](O)[C@@H](O)[C@@H]4O)cccc2C3=O)[C@@H](C)O1,TypeIIPolyketide
86800,CC1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](c3ccc4c(c3O)C(=O)C3=C(C4=O)[C@@]4(O)C(=O)C[C@](C)(O[C@@H]5CC[C@H](O[C@H]6CCC(=O)C(C)O6)[C@@H](C)O5)C[C@@]4(O)C=C3)C[C@@H]2O)CCC1=O,TypeIIPolyketide
86802,COc1[nH]c(C=CC(C)C/C(C)=C/C(C)=C\[C@@H](C)[C@@H](O)/C(C)=C\[C@@](C)(O)[C@H](C)O)c(C)c(=O)c1OC,Alkaloid
86803,CCC(=O)O[C@H]1[C@@H](C)O[C@H](O[C@@H]2[C@H](N(C)C)[C@H](O)[C@@H](O[C@H]3C(CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@H](C)OC(=O)C[C@H](OC(C)=O)C3OC)O[C@@H]2C)C[C@@]1(C)O,TypeIPolyketide
86804,C=C(NC(=O)C(=C)NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1coc(n1)C(C)=NC(=O)C(C)=NC(=O)c1nc(oc1C)C(=CC)NC(=O)c1csc(n1)[C@@H](OC)NC(=O)c1nc(oc1C)C(C[C@H](C)O)=NC(=O)C([C@@H](C)O)NC(=O)c1csc-2n1)C(N)=O,Ripp
86805,CCC1C(=O)O[C@@H](C)C/C=C\C=C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@@H](O)CCCC(=O)C[C@@H]1O)C[C@H](O)C2C(=O)O,TypeIPolyketide
86807,CC(NC(=O)C1NC(C)C(=O)N[C@H]1CC[C@@H](O)[C@H](O)C[C@H]1CN(C(N)=O)C(N)=N1)C(=O)NC(C(=O)O)C(C)C,NonRibosomalPeptide
86808,CCC/C=C/C[C@H]1C/C=C/C=C(\C)C=C/C=C/[C@@H](O)C[C@H](O)[C@H](O)/C=C/C=C/C=C/C(=O)N1,TypeIPolyketide
86809,CC1=CC(C)C(=O)O[C@H]([C@@H](C)[C@@H](O)[C@@H](C)[C@@]2(O)C[C@H](OC(=O)/C=C/C(=O)O)[C@@H](C)[C@@H](C(C)C)O2)C/C=C/C=C(\C)C[C@@H](C)[C@H](O)C(C)=C1,TypeIPolyketide
86810,C[C@H]1O[C@H](O[C@H]2CC[C@H](n3ccc(N)nc3=O)O[C@@H]2C)[C@H](O)[C@@H](O)[C@@H]1N(C)C,Nucleoside
86811,C[C@H]1C=CC=C[C@@H]2O[C@H]3[C@@H]4[C@H]2[C@@H](C=C[C@H]4C[C@@H]3O)/C=C\C(=O)NC1,Terpene
86812,C[C@H]1C=CC=C[C@H]2O[C@@H]3[C@H]4[C@@H]2[C@H](C=C[C@@H]4C[C@H]3O)/C=C\C(=O)NC1,Terpene
86813,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](CC(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@@]12C,Terpene
86814,C=c1c(N)c(O)c2c(c1O)N1C[C@@H]3N[C@H]3[C@@]1(OC)C=2COC(N)=O,Alkaloid
86817,CNC(C(=O)NC(C(=O)NC1C(=O)N(C)C([C@@H](C)O)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2c[nH]c3ccccc23)C(=O)NC(C(C)C)C(=O)NC([C@H](O)c2ccccc2)C(=O)CC(C(C)C)C(=O)O[C@@H]1C)C(C)C)C(C)C,NonRibosomalPeptide
86818,COc1cccc2c1[C@H](OC)O[C@]21Oc2cc(C)cc3ccc(O)c1c23,TypeIIPolyketide
86819,COC(=O)C[C@H]1C[C@]2(S[C@]34C[C@H](CC(=O)OC)O[C@H](C)[C@@]3(O)C(=O)c3c(O)cccc3C4=O)C(=O)c3cccc(O[C@H]4OC(C(=O)O)[C@H](O)[C@@H](O)[C@@H]4O)c3C(=O)[C@@]2(O)[C@@H](C)O1,TypeIIPolyketide
86821,CO[C@H]1[C@@H](OC[C@H]2[C@H]3O[C@H]3/C=C\C(=O)[C@](C)(O)CC[C@H](O)[C@H](C)/C=C/C(=O)O[C@H]2C)O[C@H](C)[C@H](O)[C@@H]1O,TypeIPolyketide
86822,CO[C@H]1C[C@@H](C)Cc2cc(N)cc(c2)NC(=O)/C(C)=C\CC[C@@H](OC)[C@H](OC(N)=O)/C(C)=C\[C@@H](C)[C@@H]1O,TypeIPolyketide
86823,COc1cc2c(c(-c3c(OC)cc(OC)c(Cl)c3C)c1)C(=O)[C@@]1(O)C(=O)c3c(O)c(Cl)c(O)c(Cl)c3C(C)(C)[C@@H]1C2,TypeIIPolyketide
86825,CCCCCCCCCCCCCCCN,Terpene
86826,CC1=NC(=O)C(C)[C@H]([C@@H](C)CCCCCCCCCCCC(C)C)OC(=O)C(C(O)C(N)=O)NC(=O)CN(C)C(=O)/C=C/1,NonRibosomalPeptide
86827,C=C[C@@]1(C)CC=C2[C@H](CC[C@@H]3C(C)(C)[C@@H](OC(=O)C(=O)N(O)C(C)=O)CC[C@@]23C)C1,Terpene
86828,C/C(=C\C=C\C=C\C=C\C=C\CC/C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C/C[C@@H](O)C(C)C(=O)C[C@@H](O)C[C@@H](O)C[C@@H](O)/C=C/C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)/C=C\C[C@@H](O)/C=C/C[C@@H](O)C[C@@H](O)CCCCN)C(=O)O,TypeIPolyketide
86829,CCCCCC[C@H]1CN[C@H]2C=CC(=CCCC(=O)N=C(CCC(N)=O)C(=O)O)[C@@]23O[C@@H]13,TypeIPolyketide
86830,C[C@@H]1O[C@@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)C[C@@H](N)[C@H]1O[C@H](O)[C@H]1CO1,Alkaloid
86832,CCC[C@H]1OC(C)=Cc2cc3c(c(O)c21)C(=O)C([C@H]1O[C@H]2[C@H](O)OC[C@H]2O1)=CC3=O,TypeIPolyketide
86833,CC1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O[C@@H]3[C@H](C)O[C@@H](O[C@@H]4C[C@](O)([C@@H](C)O)C=C5C(=O)c6c(c(O)c7c(O)cccc7c6O)C(=O)C54)C[C@@H]3N(C)C)C[C@@H]2O)CCC1=O,TypeIIPolyketide
86835,CC1=C/C=C/C=C/[C@H](C)CNC(=O)CC(=O)C=C/C(C)=C\C=C\C(O)C(=O)C(=O)C(O)=CCCC1,TypeIPolyketide
86836,COc1cc(C)c(-c2cc(C)cc3cc4c(c(O)c23)C(=O)c2c(O)cc(O)cc2C4(C)C)c(O)c1,TypeIIPolyketide
86837,NCC[C@H](O)[C@H](N)CC(=O)NC1CNC(=O)C([C@@H]2C[C@H](O)N=C(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,NonRibosomalPeptide
86838,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]12C)[C@]1(C)CC[C@H](O)C[C@@]12O[C@H]2[C@@H]3O,Terpene
86839,C=C/C(C)=C/C[C@@H]1[C@@]2(C)CCC[C@](C)(CO)[C@@H]2C[C@H](O)[C@]1(O)CSCC(NC(C)=O)C(=O)O,Terpene
86840,CC[C@H]1OC2(CC[C@H]1C)C[C@H]1C[C@@H](C/C=C(\C)[C@@H](O)[C@@H](C)/C=C/C=C(C)c3cc(O)c(C)cc3C(=O)O1)O2,TypeIPolyketide
86841,CCC(=O)C(C)[C@@H](O)[C@H](C)C[C@@H](C)[C@H]1OC(=O)C[C@@]2(O)CC=C(C)[C@@H](O2)/C(C)=C\CCC[C@@H](O[C@H]2C[C@@H](O)[C@H](O)[C@@H](C)O2)/C=C\[C@@H](C)C[C@@H]1C,TypeIPolyketide
86842,COC(=O)C1c2cc3c(O)c4c(c(O)c3c(O)c2[C@H](O[C@@H]2C[C@@H](N(C)C)[C@@H](O[C@@H]3C[C@H]5O[C@H]6CC(=O)C(C)O[C@H]6O[C@@H]5C(C)O3)[C@@H](C)O2)C[C@@]1(O)CC(C)=O)C(=O)C=CC4=O,TypeIIPolyketide
86844,CC=CC(C)=CC(C)C(=O)C[C@H]1C[C@H](CC(N)=O)CC(=O)O1,TypeIPolyketide
86845,CCCC(=O)C(C)[C@H]1O[C@](O)(C(C)C(=O)OC[C@H](CO)[C@H]2CC[C@]3(C)C[C@@H]4[C@H](CO)C[C@H](O)[C@@H]4[C@@](C)(O)C/C=C/23)[C@H](C)C[C@@H]1C,Terpene
86847,COC(=O)C[C@H]1C[C@@]2(S[C@]34C[C@H](CC(=O)O[C@H]5OC(C(=O)O)=C[C@@H](O)[C@@H]5O)O[C@@H](C)[C@@]3(O)C(=O)c3c(O)cccc3C4=O)C(=O)c3cccc(O)c3C(=O)[C@@]2(O)[C@H](C)O1,TypeIIPolyketide
86848,CN[C@H]1[C@@H](O)C[C@H](O[C@H]2C/C=C(\C)C/C(C)=C\C=C\CC[C@H](C)CNC(=O)C=CC=CC2C)O[C@@H]1C,TypeIPolyketide
86849,Cc1cc(O)c2c(c1)[C@H]1OC(=O)C(CCc3ccccc3)N1C1=C2C(=O)c2cccc(O[C@H]3C[C@H](O)[C@H](O)[C@H](C)O3)c2C1=O,TypeIIPolyketide
86850,CO[C@H]1C[C@H](C)Cc2cc(O)cc(c2)NC(=O)/C(C)=C\CC[C@H](OC)[C@H](O)/C(C)=C\[C@H](C)[C@H]1O,TypeIPolyketide
86851,C=CC[C@H](C)/C=C(\C)[C@H](O)[C@H](C)/C=C/CC[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H]1O[C@H](C(C)C(=O)O)CC[C@@H]1C,TypeIPolyketide
86852,Cc1cc(O)c2c(c1)[C@H]1OC(=O)C(CCO)N1C1=C2C(=O)c2cccc(O[C@H]3C[C@H](O)[C@H](O)[C@H](C)O3)c2C1=O,TypeIIPolyketide
86853,CSCCCC1C(=O)O[C@@H]2c3cc(C)cc(O)c3C3=C(C(=O)c4c(O[C@H]5C[C@H](O)[C@H](O)[C@H](C)O5)cccc4C3=O)N12,TypeIIPolyketide
86854,CC/C=C1/C/C=C/C=C/[C@@H](OC)[C@@H](O)[C@@H](O)[C@@H](C)/C=C/[C@H](OC)[C@H](C)/C=C/C=C(C)\C=C/C(=O)O1,TypeIPolyketide
86855,COC(=O)C1O[C@H](Oc2c(-c3ccccc3)cc(O)c(-c3ccccc3)c2O)[C@H](O)[C@H](O)[C@@H]1O,TypeIIPolyketide
86856,Cc1cc(O)c2c(c1)[C@H]1OC(=O)CN1C1=C2C(=O)c2cccc(O[C@H]3C[C@@H](O)[C@@H](O)[C@H](C)O3)c2C1=O,TypeIIPolyketide
86857,C[C@@H]1O[C@H](CC(=O)O)C[C@@]23O[C@]12C(=O)c1c(O)c(-c2cc(O)c4c(c2O)C(=O)[C@@]25O[C@]2(C[C@@H](CC(=O)O)O[C@@H]5C)C4=O)cc(O)c1C3=O,TypeIIPolyketide
86858,CC[C@H](C)C[C@H]1CC[C@](O)([C@](C)(O)C(=O)NC2C(=O)N3NCCCC3C(=O)N3NCCCC3C(=O)CCC(=O)N(C)CC(=O)N(C)CC(=O)O[C@H]2C(C)C)O[C@@H]1CC,NonRibosomalPeptide
86859,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)C21,TypeIIPolyketide
86860,CC(C)CC(N)C(=O)N[C@@H](CCN(C)C(=N)N)CC(=O)N[C@H]1C=C[C@H](n2cc(CO)c(N)nc2=O)OC1C(=O)O,Nucleoside
86861,CO[C@H]1C=CC=C(C)C(=O)Nc2cc(O)c(O)c(c2O)C=C(C)C[C@H](OC)[C@@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O,TypeIPolyketide
86862,CCCCC/C=C\C/C=C\CCC[C@H](CC(=O)O[C@H]1CN(C)C([C@H](O[C@H]2O[C@H](CN)[C@H](O)[C@@H]2OS(=O)(=O)O)[C@H]2O[C@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)C(=O)N(C)C1C(=O)O)OC(=O)C[C@H](C)CC(=O)O,Nucleoside
86863,CC(=O)C(NC(=O)C(C)[C@@H](O)[C@@H](C)NC(=O)C(NC(=O)c1nc([C@@H](CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)[C@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@]1(C)O[C@@H]1O[C@H](CO)[C@H](O)[C@](O)(C(N)=O)[C@H]1O)c1c[nH]cn1)C(=O)NCCC1=N[C@H](c2nc(C(N)=O)cs2)CS1,Nucleoside
86864,O=c1[nH]cnc2ccccc12,Alkaloid
86867,COC(=O)C[C@H]1C[C@@]2(S[C@]34C[C@H](CC(=O)O[C@H]5OC(C(=O)O)[C@H](O)[C@@H](O)[C@@H]5O)O[C@@H](C)[C@@]3(O)C(=O)c3c(O)cccc3C4=O)C(=O)c3cccc(O)c3C(=O)[C@@]2(O)[C@@H](C)O1,TypeIIPolyketide
86869,Cc1cc(O)c2c(c1)[C@H]1OC(=O)C(CC(C)C)N1C1=C2C(=O)c2cccc(O[C@H]3C[C@@H](O)[C@@H](O)[C@H](C)O3)c2C1=O,TypeIIPolyketide
86870,Cc1cc2cc3c(c(O)c2c(-c2c(C)cc(O)cc2O)c1C(=O)O)C(=O)c1c(O)cc(O)cc1C3(C)C,TypeIIPolyketide
86871,CO[C@H](C(C)C(=O)O)[C@H](C)[C@H]1O[C@@]2(C[C@H](O)[C@H]1C)C[C@@](C)([C@H]1CC[C@](C)([C@H]3O[C@H]([C@H]4O[C@](O)(CO)[C@H](C)C[C@@H]4C)C[C@@H]3C)O1)CO2,TypeIPolyketide
86872,CC1O[C@@H](O[C@H]2CC[C@H](O[C@H]3[C@H](O)C[C@H](c4ccc5c(c4O)C(=O)c4ccc6c(c4C5=O)C(=O)C[C@](C)(O[C@H]4CC[C@H](O[C@H]5CCC(=O)C(C)O5)[C@H](C)O4)C6)O[C@@H]3C)O[C@H]2C)CCC1=O,TypeIIPolyketide
86874,C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4c(c3O)C(=O)C3=C(C4=O)[C@]4(O)C(=O)C[C@](C)(O)C[C@@]4(O)C=C3)O[C@H](C)[C@H]2O)CC[C@@H]1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1,TypeIIPolyketide
86875,CC1=C/C=C/C=C/[C@@](C)(O)[C@@H](O)/C=C/C=C/C(C)=C\C=C\C(C)=C/C[C@H](C)NC(=O)/C(CC(C)C)=C\1,TypeIPolyketide
86877,C[C@@H]1O[C@@H](O[C@H]2CC[C@H](c3ccc4c(c3O)C(=O)C3=C(C4=O)[C@]4(O)C(=O)C[C@@](C)(O)C[C@@]4(O)C=C3)O[C@@H]2C)CC[C@@H]1O,TypeIIPolyketide
86878,C/C=C/[C@H]1O[C@@](O)([C@@H](C)[C@H](O)[C@H](C)[C@@H]2OC(=O)C(OC)=CC(C)=CC(C)[C@@H](O)[C@@H](CC)[C@@H](O)[C@H](C)C/C(C)=C\C=C\[C@@H]2OC)C[C@@H](O)[C@@H]1C,TypeIPolyketide
86879,C/C=C1/CN(C(=O)C(NC(=O)C(N)C(O)C(O)COC(N)=O)[C@H]2O[C@H](n3cc(C=O)[nH]c3=O)[C@H](O)[C@@H]2O)C1C(=O)O,Nucleoside
86880,CCOC(=O)N[C@H]1C[C@H](O[C@@H]2C[C@@](O)(C(C)=O)C=C3C(=O)c4c(c(O)c5c(OC)cccc5c4O)C(=O)C32)O[C@H](C)[C@@H]1O,TypeIIPolyketide
86881,CC(C)[C@@H]1OC(=O)/C=C/C=C/C=C/C=C/[C@@H]2O[C@H](C[C@H]2O)[C@@H](C)[C@@H](O)C[C@H](O)CC(O)C[C@@H](O)C[C@H](O)C[C@@H](O)C[C@@H](O)/C=C/[C@@H]1C,TypeIPolyketide
86882,CCCC=CC(=O)NC(Cc1ccccc1)C(=O)NC1COC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,NonRibosomalPeptide
86884,CC(C)[C@H]1OC(=O)/C=C/C=C/C=C/C=C/[C@H]2O[C@H](C[C@H](O)C[C@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)/C=C/C1C)C[C@H]2O,TypeIPolyketide
86885,C=C[C@@]1(C)CC[C@](C)(C(C)C)c2c1cc1c3c(c[nH]c23)C[C@H](CO)NC(=O)C(C(C)C)N1C,Alkaloid
86887,CCC1=CC(C)[C@@H](O)C(OC)C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(/C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC([C@@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC1=O,TypeIPolyketide
86888,COC(=O)c1[nH]c2c(O)cc3c(c2c1O)C[C@H](Cl)[C@@H](C)N3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,Alkaloid
86890,O=C(O)C[C@H](O)CCC(=O)c1cccc(O)c1C(=O)c1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)cccc1C2=O,TypeIIPolyketide
86891,COc1c(O)c(O)c2c(O)c1C=C(C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(/C)[C@@H](OC(N)=O)[C@@H](OC)CCC=C(C)C(=O)N2,TypeIPolyketide
86893,CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)N/C=C1/CC[C@H](c2ccc(=O)[nH]c2O)O1)[C@H](C)N(C)C(=O)C1Cc2cc(O)ccc2CN1,NonRibosomalPeptide
86894,CC(NC(=O)C1NC(C)C(=O)N[C@H]1CC[C@@H](O)[C@@H](O)C[C@@H]1CN(C(N)=O)C(N)=N1)C(=O)NC(C(=O)O)C(C)C,NonRibosomalPeptide
86896,COc1cc(O)c(-c2cc(C)c(Cl)c3cc4c(c(O)c23)C(=O)c2c(O)cc(O)cc2C4(C)C)c(C)c1Cl,TypeIIPolyketide
86898,C/C(=C\C=C\[C@@H](C)C[C@]1(C)O[C@H](C)[C@H](O)[C@@H](C)[C@H]1O)[C@H]1O[C@@H](CC(=O)O)C[C@@H](O)[C@@]1(C)O,TypeIPolyketide
86899,C=CC(C)=c1cc(O)c2c(=C)cc3c(=O)c4c([C@@H]5C[C@@H](N(C)C)[C@@H](O)[C@@H](C)O5)cc([C@@H]5C[C@@](C)(N(C)C)[C@@H](O)[C@@H](C)O5)c(O)c4c(O)c3c2o1,TypeIIPolyketide
86900,CC[C@@H]1[C@@H](C)O[C@@](O)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)C=CC=CC(C)[C@@H]([C@@H](C)[C@@H](O)[C@@H](C)[C@@]3(O)C[C@@H](O[C@H]4C[C@H](O)[C@H](O)[C@H](C)O4)[C@H](CC)[C@@H](C)O3)OC(=O)C=CC=CC2C)C[C@H]1OC,TypeIPolyketide
86901,C/C=C/C=C/[C@H]1O[C@](O)(C(CO[C@H]2C[C@H](OC)O[C@H](C)[C@@H]2O)C(=O)NC/C=C/C=C(\C)[C@H](OC)[C@H](C)[C@@H]2C[C@@H](O)[C@@H](/C=C/C=C/C=C/C(=O)O)O2)[C@H](OC(=O)Cc2ccccc2)[C@H](O)C1(C)C,TypeIPolyketide
86902,CC(C)CCCCCCCCCCC(=O)NCC(=O)N[C@H]1[C@@H](O)[C@@H](O)[C@@H](Nc2ncnc3[nH]cnc23)O[C@@H]1[C@@H](O)CO,Nucleoside
