mibig_id,metabolite_id,unit_id,family_id
BGC0000151,7466,12,3
BGC0000151,7466,13,3
BGC0000151,7466,14,77
BGC0000151,7466,15,323
BGC0000151,7466,16,77
BGC0000151,7466,17,77
BGC0000151,7466,18,-1
BGC0000151,7466,19,341
BGC0000151,7466,20,3
BGC0000151,7466,21,77
BGC0000151,7466,22,77
BGC0000151,7466,23,3
BGC0000151,7466,24,90
BGC0000151,7466,25,-1
BGC0000151,7466,26,341
BGC0000151,7466,27,3
BGC0000151,7466,28,-1
BGC0000151,7466,29,3
BGC0000151,7466,30,77
BGC0001567,1114,1,183
BGC0001567,1114,2,458
BGC0001567,1114,3,122
BGC0001567,1114,4,-1
BGC0001567,1114,5,297
BGC0001567,1114,6,-1
BGC0001623,839,1,294
BGC0001623,839,2,-1
BGC0001623,839,3,-1
BGC0001623,839,4,-1
BGC0001623,839,5,-1
BGC0001623,839,6,-1
BGC0001623,839,7,292
BGC0001623,839,8,-1
BGC0000122,10568,1,-1
BGC0000122,10568,2,-1
BGC0000122,10568,3,-1
BGC0000122,10568,4,159
BGC0000122,10568,5,-1
BGC0000122,10568,6,-1
BGC0001603,21859,1,703
BGC0001603,21859,2,592
BGC0001603,21859,3,703
BGC0000696,21870,1,703
BGC0000696,21870,2,703
BGC0000696,21870,3,687
BGC0000696,21870,4,703
BGC0000696,21870,5,-1
BGC0000696,21870,6,703
BGC0000696,21870,7,687
BGC0000154,6059,1,655
BGC0000127,11312,1,-1
BGC0000128,11312,1,-1
BGC0000135,456,1,331
BGC0000135,456,2,198
BGC0000135,456,3,-1
BGC0000135,456,4,41
BGC0000135,456,5,-1
BGC0000135,456,6,-1
BGC0000135,456,7,198
BGC0000135,456,8,-1
BGC0000135,456,9,-1
BGC0000135,456,10,198
BGC0000135,456,11,-1
BGC0000135,456,12,-1
BGC0000135,456,13,-1
BGC0000135,456,14,-1
BGC0001628,19499,1,250
BGC0001628,19499,2,183
BGC0001628,19499,3,350
BGC0001628,19499,4,350
BGC0001628,19499,5,587
BGC0001628,19499,6,350
BGC0001628,19499,7,-1
BGC0001628,19499,8,297
BGC0000123,10459,1,20
BGC0000123,10459,2,330
BGC0000123,10459,3,62
BGC0000123,10459,4,-1
BGC0000123,10459,5,-1
BGC0000123,10459,6,-1
BGC0000123,10459,7,126
BGC0000123,10459,8,20
BGC0000123,10459,9,102
BGC0000123,10459,10,20
BGC0001564,1155,1,-1
BGC0001564,1155,2,17
BGC0001564,1155,3,-1
BGC0001564,1155,4,17
BGC0001564,1155,5,-1
BGC0001564,1155,6,-1
BGC0001564,1155,7,292
BGC0001564,1155,8,-1
BGC0001564,1155,9,-1
BGC0000134,8928,1,324
BGC0000134,8928,2,12
BGC0000134,8928,3,443
BGC0000134,8928,4,9
BGC0000134,8928,5,-1
BGC0000134,8928,6,9
BGC0000134,8928,7,-1
BGC0000134,8928,8,20
BGC0000134,8928,9,361
BGC0001608,910,1,553
BGC0001608,910,2,-1
BGC0001608,910,3,519
BGC0001608,910,4,519
BGC0001608,910,5,498
BGC0001608,910,6,433
BGC0001608,910,7,507
BGC0001608,910,8,-1
BGC0001608,910,9,89
BGC0001608,910,10,313
BGC0001608,910,11,574
BGC0001608,910,12,574
BGC0001634,809,1,472
BGC0001634,809,2,580
BGC0001634,809,3,580
BGC0001634,809,4,505
BGC0001634,809,5,436
BGC0001634,809,6,436
BGC0001634,809,7,626
BGC0001634,809,8,365
BGC0001634,809,9,556
BGC0001634,809,10,565
BGC0001634,809,11,692
BGC0001634,809,12,692
BGC0001634,809,13,692
BGC0001634,809,14,692
BGC0001634,809,15,184
BGC0001634,809,16,250
BGC0001594,22997,1,131
BGC0001594,22997,2,-1
BGC0001594,22997,3,12
BGC0001594,22997,4,-1
BGC0001594,22997,5,-1
BGC0000137,8763,1,357
BGC0000137,8763,2,-1
BGC0000137,8763,3,274
BGC0000137,8763,4,294
BGC0000137,8763,5,369
BGC0000137,8763,6,370
BGC0000137,8763,7,390
BGC0000137,8763,8,227
BGC0000137,8763,9,283
BGC0000137,8763,10,21
BGC0000137,8763,11,21
BGC0000137,8763,12,201
BGC0000137,8763,13,-1
BGC0000137,8763,14,253
BGC0000137,8763,15,237
BGC0000136,8763,1,357
BGC0000136,8763,2,-1
BGC0000136,8763,3,-1
BGC0000136,8763,4,294
BGC0000136,8763,5,369
BGC0000136,8763,6,370
BGC0000136,8763,7,390
BGC0000136,8763,8,227
BGC0000136,8763,9,283
BGC0000136,8763,10,21
BGC0000136,8763,11,21
BGC0000136,8763,12,201
BGC0000136,8763,13,-1
BGC0000136,8763,14,253
BGC0000136,8763,15,237
BGC0001582,24369,1,466
BGC0001582,24369,2,-1
BGC0001582,24369,3,466
BGC0001582,24369,4,-1
BGC0001582,24369,5,434
BGC0001582,24369,6,-1
BGC0001582,24369,7,531
BGC0001582,24369,8,492
BGC0001582,24369,9,-1
BGC0001582,24369,10,466
BGC0001582,24369,11,466
BGC0001582,24369,12,466
BGC0001582,24369,13,466
BGC0001582,24369,14,205
BGC0001582,24369,15,-1
BGC0001582,24369,16,350
BGC0002293,622,1,359
BGC0002293,622,2,-1
BGC0002293,622,3,466
BGC0002293,622,4,434
BGC0002293,622,5,-1
BGC0002293,622,6,531
BGC0002293,622,7,492
BGC0002293,622,8,466
BGC0002293,622,9,466
BGC0002293,622,10,466
BGC0002293,622,11,-1
BGC0002293,622,12,466
BGC0002293,622,13,466
BGC0002293,622,14,205
BGC0001565,36896,1,78
BGC0001565,36896,2,78
BGC0001565,36896,3,339
BGC0001565,36896,4,616
BGC0001565,36896,5,78
BGC0001565,36896,6,616
BGC0001565,36896,7,616
BGC0001565,36896,8,616
BGC0001565,36896,9,616
BGC0001565,36896,10,664
BGC0001565,36896,11,339
BGC0000150,7565,1,52
BGC0000150,7565,2,292
BGC0000150,7565,3,-1
BGC0000150,7565,4,292
BGC0000150,7565,5,292
BGC0000150,7565,6,23
BGC0000150,7565,7,12
BGC0000150,7565,8,292
BGC0000150,7565,9,-1
BGC0001635,19216,1,55
BGC0001635,19216,2,55
BGC0001635,19216,3,-1
BGC0001635,19216,4,55
BGC0001635,19216,5,55
BGC0001635,19216,6,-1
BGC0001635,19216,7,55
BGC0001641,19187,1,566
BGC0001641,19187,2,-1
BGC0001641,19187,3,-1
BGC0001641,19187,4,541
BGC0001641,19187,5,541
BGC0001641,19187,6,541
BGC0001641,19187,7,541
BGC0001641,19187,8,-1
BGC0001641,19187,9,-1
BGC0001641,19187,10,-1
BGC0001641,19187,11,566
BGC0001641,19187,12,566
BGC0001641,19187,13,566
BGC0001641,19187,14,566
BGC0001641,19187,15,566
BGC0001641,19187,16,-1
BGC0000129,9475,1,274
BGC0000129,9475,2,274
BGC0000129,9475,3,-1
BGC0000129,9475,4,159
BGC0000129,9475,5,508
BGC0000129,9475,6,362
BGC0001068,9475,1,274
BGC0001068,9475,2,274
BGC0001068,9475,3,-1
BGC0001068,9475,4,159
BGC0001068,9475,5,508
BGC0001068,9475,6,362
BGC0000138,12720,1,225
BGC0000138,12720,2,345
BGC0000138,12720,3,418
BGC0000138,12720,4,109
BGC0000138,12720,5,270
BGC0000138,12720,6,70
BGC0000138,12720,7,523
BGC0000138,12720,8,523
BGC0000138,12720,9,6
BGC0000138,12720,10,575
BGC0000138,12720,11,523
BGC0000138,12720,12,112
BGC0000138,12720,13,314
BGC0000138,12720,14,6
BGC0000138,12720,15,314
BGC0000138,12720,16,314
BGC0002106,12720,1,225
BGC0002106,12720,2,345
BGC0002106,12720,3,418
BGC0002106,12720,4,109
BGC0002106,12720,5,270
BGC0002106,12720,6,70
BGC0002106,12720,7,523
BGC0002106,12720,8,523
BGC0002106,12720,9,6
BGC0002106,12720,10,575
BGC0002106,12720,11,523
BGC0002106,12720,12,112
BGC0002106,12720,13,314
BGC0002106,12720,14,6
BGC0002106,12720,15,314
BGC0002106,12720,16,314
BGC0001647,18757,1,-1
BGC0001647,18757,2,-1
BGC0001647,18757,3,227
BGC0001647,18757,4,227
BGC0001647,18757,5,281
BGC0001647,18757,6,227
BGC0001647,18757,7,113
BGC0001647,18757,8,113
BGC0001647,18757,9,281
BGC0001647,18757,10,281
BGC0001647,18757,11,330
BGC0001647,18757,12,20
BGC0001647,18757,13,20
BGC0001620,8646,1,92
BGC0001620,8646,2,-1
BGC0001620,8646,3,424
BGC0001620,8646,4,-1
BGC0001620,8646,5,753
BGC0001620,8646,6,753
BGC0001620,8646,7,753
BGC0001763,8646,1,92
BGC0001763,8646,2,-1
BGC0001763,8646,3,-1
BGC0001763,8646,4,-1
BGC0001763,8646,5,753
BGC0001763,8646,6,753
BGC0001763,8646,7,753
BGC0000141,443,1,-1
BGC0000141,443,2,390
BGC0000141,443,3,441
BGC0000141,443,4,-1
BGC0000141,443,5,-1
BGC0000141,443,6,240
BGC0000141,443,7,-1
BGC0000141,443,8,240
BGC0000141,443,9,-1
BGC0000141,443,10,-1
BGC0000142,16862,1,65
BGC0000142,16862,2,561
BGC0000142,16862,3,561
BGC0000142,16862,4,227
BGC0000142,16862,5,294
BGC0000142,16862,6,41
BGC0000142,16862,7,561
BGC0000142,16862,8,394
BGC0000142,16862,9,41
BGC0000142,16862,10,103
BGC0000142,16862,11,-1
BGC0000142,16862,12,561
BGC0000133,9371,1,-1
BGC0000133,9371,2,-1
BGC0000133,9371,3,137
BGC0000133,9371,4,563
BGC0000133,9371,5,563
BGC0000133,9371,6,563
BGC0000133,9371,7,137
BGC0000133,9371,8,563
BGC0000133,9371,9,563
BGC0000133,9371,10,563
BGC0000133,9371,11,137
BGC0000133,9371,12,137
BGC0000133,9371,13,563
BGC0000133,9371,14,563
BGC0000133,9371,15,-1
BGC0000133,9371,16,137
BGC0000133,9371,17,137
BGC0000133,9371,18,137
BGC0000133,9371,19,137
BGC0000133,9371,20,563
BGC0000133,9371,21,563
BGC0000133,9371,22,563
BGC0000133,9371,23,36
BGC0000133,9371,24,36
BGC0000133,9371,25,563
BGC0000133,9371,26,563
BGC0000133,9371,27,563
BGC0000133,9371,28,137
BGC0000133,9371,29,563
BGC0000133,9371,30,563
BGC0001652,18510,1,195
BGC0001652,18510,2,-1
BGC0001652,18510,3,321
BGC0001573,1063,1,253
BGC0001573,1063,2,131
BGC0000163,17528,1,73
BGC0000163,17528,2,73
BGC0000163,17528,3,69
BGC0000163,17528,4,69
BGC0000163,17528,5,73
BGC0000163,17528,6,-1
BGC0000163,17528,7,-1
BGC0000163,17528,8,73
BGC0000163,17528,9,73
BGC0000163,17528,10,-1
BGC0000163,17528,11,73
BGC0000163,17528,12,154
BGC0000163,17528,13,4
BGC0000163,17528,14,4
BGC0001625,20326,1,480
BGC0001625,20326,2,388
BGC0001625,20326,3,317
BGC0001625,20326,4,-1
BGC0001599,967,1,-1
BGC0001599,967,2,-1
BGC0001599,967,3,-1
BGC0001599,967,4,-1
BGC0001599,967,5,-1
BGC0001656,752,1,402
BGC0001656,752,2,402
BGC0001656,752,3,178
BGC0001656,752,4,178
BGC0001656,752,5,-1
BGC0001656,752,6,-1
BGC0001656,752,7,-1
BGC0001656,752,8,178
BGC0001656,752,9,345
BGC0001656,752,10,345
BGC0001656,752,11,374
BGC0001656,752,12,-1
BGC0001656,752,13,-1
BGC0001656,752,14,60
BGC0001656,752,15,-1
BGC0001656,752,16,178
BGC0001656,752,17,402
BGC0001656,752,18,374
BGC0001656,752,19,60
BGC0001656,752,20,402
BGC0001656,752,21,178
BGC0001656,752,22,178
BGC0001656,752,23,60
BGC0001656,752,24,109
BGC0001656,752,25,374
BGC0001656,752,26,-1
BGC0001656,752,27,70
BGC0001656,752,28,70
BGC0001656,752,29,109
BGC0001656,752,30,374
BGC0001656,752,31,33
BGC0001656,752,32,33
BGC0001656,752,33,112
BGC0001656,752,34,-1
BGC0001656,752,35,33
BGC0001656,752,36,33
BGC0001656,752,37,402
BGC0001656,752,38,402
BGC0001578,1050,1,324
BGC0001578,1050,2,10
BGC0001578,1050,3,53
BGC0001578,1050,4,-1
BGC0001578,1050,5,-1
BGC0001630,19271,1,205
BGC0001630,19271,2,562
BGC0001630,19271,3,-1
BGC0001630,19271,4,453
BGC0001630,19271,5,205
BGC0001630,19271,6,-1
BGC0001631,19271,1,205
BGC0001631,19271,2,562
BGC0001631,19271,3,-1
BGC0001631,19271,4,453
BGC0001631,19271,5,205
BGC0001631,19271,6,-1
BGC0000147,7787,1,-1
BGC0000147,7787,2,-1
BGC0000147,7787,3,17
BGC0000147,7787,4,261
BGC0000147,7787,5,-1
BGC0000147,7787,6,54
BGC0000147,7787,7,-1
BGC0000147,7787,8,-1
BGC0000147,7787,9,-1
BGC0000147,7787,10,-1
BGC0001609,22342,1,499
BGC0001609,22342,2,321
BGC0001609,22342,3,508
BGC0001609,22342,4,390
BGC0001609,22342,5,-1
BGC0000170,2347,1,-1
BGC0000170,2347,2,132
BGC0000170,2347,3,17
BGC0000170,2347,4,-1
BGC0001661,727,1,-1
BGC0001661,727,2,368
BGC0001661,727,3,338
BGC0001661,727,4,107
BGC0001593,3696,1,-1
BGC0001593,3696,2,282
BGC0001585,719,1,-1
BGC0001585,719,2,547
BGC0001585,719,3,-1
BGC0001585,719,4,161
BGC0001585,719,5,195
BGC0001585,719,6,-1
BGC0001585,719,7,-1
BGC0001585,719,8,293
BGC0001585,719,9,293
BGC0001666,708,1,-1
BGC0001666,708,2,-1
BGC0001666,708,3,398
BGC0001666,708,4,241
BGC0001666,708,5,-1
BGC0001666,708,6,-1
BGC0001666,708,7,-1
BGC0000162,304,1,198
BGC0000162,304,2,-1
BGC0000162,304,3,44
BGC0000162,304,4,121
BGC0000162,304,5,121
BGC0000162,304,6,331
BGC0000162,304,7,-1
BGC0000162,304,8,-1
BGC0000162,304,9,254
BGC0000162,304,10,-1
BGC0000162,304,11,37
BGC0000162,304,12,-1
BGC0000162,304,13,-1
BGC0001600,949,1,-1
BGC0001600,949,2,227
BGC0001600,949,3,-1
BGC0001600,949,4,292
BGC0001600,949,5,302
BGC0001600,949,6,330
BGC0001600,949,7,42
BGC0001600,949,8,20
BGC0001600,949,9,20
BGC0001621,5192,1,183
BGC0001621,5192,2,569
BGC0001621,5192,3,205
BGC0001621,5192,4,390
BGC0001621,5192,5,390
BGC0001621,5192,6,88
BGC0001662,21003,1,701
BGC0001662,21003,2,701
BGC0001662,21003,3,473
BGC0001662,21003,4,473
BGC0001662,21003,5,473
BGC0001662,21003,6,31
BGC0001662,21003,7,754
BGC0001662,21003,8,345
BGC0001662,21003,9,259
BGC0001662,21003,10,214
BGC0001662,21003,11,419
BGC0001662,21003,12,214
BGC0001662,21003,13,214
BGC0001662,21003,14,419
BGC0001662,21003,15,214
BGC0001662,21003,16,419
BGC0001662,21003,17,214
BGC0001662,21003,18,419
BGC0001662,21003,19,322
BGC0001662,21003,20,419
BGC0001662,21003,21,214
BGC0001662,21003,22,419
BGC0001662,21003,23,-1
BGC0001662,21003,24,-1
BGC0001662,21003,25,473
BGC0001662,21003,26,473
BGC0001662,21003,27,635
BGC0001662,21003,28,694
BGC0001662,21003,29,701
BGC0002356,17134,1,701
BGC0002356,17134,2,701
BGC0002356,17134,3,473
BGC0002356,17134,4,473
BGC0002356,17134,5,473
BGC0002356,17134,6,31
BGC0002356,17134,7,754
BGC0002356,17134,8,345
BGC0002356,17134,9,259
BGC0002356,17134,10,214
BGC0002356,17134,11,419
BGC0002356,17134,12,214
BGC0002356,17134,13,214
BGC0002356,17134,14,419
BGC0002356,17134,15,214
BGC0002356,17134,16,419
BGC0002356,17134,17,419
BGC0002356,17134,18,214
BGC0002356,17134,19,419
BGC0002356,17134,20,322
BGC0002356,17134,21,214
BGC0002356,17134,22,419
BGC0002356,17134,23,-1
BGC0002356,17134,24,-1
BGC0002356,17134,25,473
BGC0002356,17134,26,473
BGC0002356,17134,27,635
BGC0002356,17134,28,701
BGC0002356,17134,29,701
BGC0001590,972,1,321
BGC0001590,972,2,107
BGC0001590,972,3,107
BGC0001590,972,4,321
BGC0001590,972,5,240
BGC0001590,972,6,427
BGC0001590,972,7,12
BGC0001590,972,8,107
BGC0001596,973,1,633
BGC0001596,973,2,633
BGC0001596,973,3,393
BGC0001596,973,4,107
BGC0000164,302,1,-1
BGC0000164,302,2,-1
BGC0000164,302,3,190
BGC0000164,302,4,254
BGC0000164,302,5,45
BGC0000164,302,6,54
BGC0000164,302,7,-1
BGC0000164,302,8,190
BGC0000164,302,9,-1
BGC0000164,302,10,190
BGC0000164,302,11,-1
BGC0000164,302,12,37
BGC0000164,302,13,302
BGC0000164,302,14,-1
BGC0000164,302,15,25
BGC0000164,302,16,20
BGC0000184,7792,1,246
BGC0000184,7792,2,246
BGC0000184,7792,3,-1
BGC0000184,7792,4,-1
BGC0000184,7792,5,246
BGC0000184,7792,6,-1
BGC0000184,7792,7,31
BGC0000184,7792,8,530
BGC0000184,7792,9,-1
BGC0000184,7792,10,-1
BGC0000184,7792,11,246
BGC0000184,7792,12,31
BGC0000184,7792,13,-1
BGC0000184,7792,14,-1
BGC0000184,7792,15,-1
BGC0000184,7792,16,314
BGC0000184,7792,17,-1
BGC0000184,7792,18,-1
BGC0000184,7792,19,-1
BGC0000184,7792,20,345
BGC0000180,18652,1,165
BGC0000180,18652,2,165
BGC0000180,18652,3,63
BGC0000180,18652,4,-1
BGC0000180,18652,5,165
BGC0000180,18652,6,-1
BGC0001626,832,1,-1
BGC0001626,832,2,297
BGC0001614,21330,1,123
BGC0001614,21330,2,495
BGC0001614,21330,3,495
BGC0001614,21330,4,286
BGC0001614,21330,5,-1
BGC0001614,21330,6,434
BGC0001614,21330,7,434
BGC0001614,21330,8,434
BGC0001614,21330,9,434
BGC0001614,21330,10,-1
BGC0001614,21330,11,269
BGC0001614,21330,12,-1
BGC0001614,21330,13,58
BGC0001614,21330,14,123
BGC0000369,21330,1,123
BGC0000369,21330,2,495
BGC0000369,21330,3,495
BGC0000369,21330,4,286
BGC0000369,21330,5,-1
BGC0000369,21330,6,434
BGC0000369,21330,7,-1
BGC0000369,21330,8,434
BGC0000369,21330,9,434
BGC0000369,21330,10,594
BGC0000369,21330,11,269
BGC0000369,21330,12,450
BGC0000369,21330,13,58
BGC0000369,21330,14,123
BGC0000145,433,1,12
BGC0000145,433,2,486
BGC0000145,433,3,17
BGC0001041,433,1,12
BGC0001041,433,2,486
BGC0001041,433,3,17
BGC0001597,23425,1,13
BGC0001597,23425,2,71
BGC0001597,23425,3,375
BGC0001597,23425,4,13
BGC0001597,23425,5,13
BGC0001597,23425,6,282
BGC0001597,23425,7,-1
BGC0001679,14746,1,362
BGC0001679,14746,2,569
BGC0001632,19267,1,458
BGC0001632,19267,2,458
BGC0001632,19267,3,458
BGC0001632,19267,4,92
BGC0001632,19267,5,577
BGC0001632,19267,6,350
BGC0001632,19267,7,484
BGC0001632,19267,8,-1
BGC0001632,19267,9,546
BGC0001632,19267,10,434
BGC0001632,19267,11,92
BGC0001632,19267,12,506
BGC0001632,19267,13,250
BGC0001649,784,1,294
BGC0001649,784,2,571
BGC0001649,784,3,292
BGC0001649,784,4,-1
BGC0001649,784,5,52
BGC0001649,784,6,227
BGC0001629,826,1,305
BGC0001629,826,2,305
BGC0001629,826,3,305
BGC0001629,826,4,305
BGC0001629,826,5,305
BGC0001629,826,6,305
BGC0001629,826,7,519
BGC0001629,826,8,476
BGC0001629,826,9,507
BGC0001629,826,10,244
BGC0001629,826,11,405
BGC0001629,826,12,89
BGC0001629,826,13,89
BGC0001629,826,14,-1
BGC0001629,826,15,557
BGC0001629,826,16,557
BGC0001629,826,17,557
BGC0001629,826,18,574
BGC0001629,826,19,313
BGC0001629,826,20,553
BGC0000146,6472,1,-1
BGC0000146,6472,2,208
BGC0000146,6472,3,20
BGC0000146,6472,4,335
BGC0000146,6472,5,20
BGC0000146,6472,6,335
BGC0000146,6472,7,335
BGC0000146,6472,8,113
BGC0002515,6472,1,-1
BGC0002515,6472,2,208
BGC0002515,6472,3,20
BGC0002515,6472,4,335
BGC0002515,6472,5,20
BGC0002515,6472,6,335
BGC0002515,6472,7,335
BGC0002515,6472,8,113
BGC0001686,14733,1,-1
BGC0001686,14733,2,250
BGC0001686,14733,3,-1
BGC0000160,4462,1,-1
BGC0000160,4462,2,17
BGC0000148,7675,1,-1
BGC0000148,7675,2,168
BGC0000148,7675,3,243
BGC0000148,7675,4,534
BGC0000172,30954,1,201
BGC0000172,30954,2,294
BGC0000172,30954,3,-1
BGC0000172,30954,4,394
BGC0000172,30954,5,-1
BGC0000172,30954,6,279
BGC0000172,30954,7,-1
BGC0000156,46421,1,-1
BGC0000156,46421,2,237
BGC0000156,46421,3,194
BGC0000156,46421,4,10
BGC0000156,46421,5,508
BGC0000156,46421,6,20
BGC0001642,18970,1,477
BGC0001642,18970,2,231
BGC0001642,18970,3,477
BGC0001642,18970,4,129
BGC0001610,44925,1,39
BGC0001610,44925,2,-1
BGC0001610,44925,3,-1
BGC0001610,44925,4,479
BGC0001610,44925,5,337
BGC0001610,44925,6,39
BGC0000190,33300,1,256
BGC0001646,789,1,-1
BGC0001646,789,2,-1
BGC0001646,789,3,-1
BGC0001646,789,4,30
BGC0001646,789,5,-1
BGC0001646,789,6,30
BGC0001646,789,7,30
BGC0001646,789,8,-1
BGC0001646,789,9,80
BGC0001646,789,10,-1
BGC0001646,789,11,168
BGC0001646,789,12,-1
BGC0001646,789,13,17
BGC0001646,789,14,104
BGC0001646,789,15,7
BGC0001646,789,16,96
BGC0001646,789,17,44
BGC0000159,5600,1,-1
BGC0000159,5600,2,-1
BGC0000159,5600,3,-1
BGC0000159,5600,4,37
BGC0000159,5600,5,248
BGC0000159,5600,6,-1
BGC0000159,5600,7,-1
BGC0000159,5600,8,-1
BGC0000159,5600,9,-1
BGC0000159,5600,10,44
BGC0000159,5600,11,-1
BGC0000159,5600,12,-1
BGC0000159,5600,13,-1
BGC0000159,5600,14,302
BGC0000159,5600,15,-1
BGC0000186,5404,1,-1
BGC0000186,5404,2,227
BGC0000186,5404,3,-1
BGC0000186,5404,4,-1
BGC0000186,5404,5,294
BGC0000186,5404,6,-1
BGC0000186,5404,7,-1
BGC0000186,5404,8,386
BGC0000186,5404,9,254
BGC0000186,5404,10,-1
BGC0000186,5404,11,-1
BGC0000186,5404,12,-1
BGC0000186,5404,13,-1
BGC0000186,5404,14,253
BGC0000186,5404,15,-1
BGC0000186,5404,16,377
BGC0001658,16262,1,307
BGC0001658,16262,2,75
BGC0001658,16262,3,65
BGC0001658,16262,4,294
BGC0001658,16262,5,561
BGC0001658,16262,6,561
BGC0001658,16262,7,561
BGC0001658,16262,8,-1
BGC0001658,16262,9,294
BGC0001658,16262,10,549
BGC0001658,16262,11,227
BGC0000166,3725,1,-1
BGC0000166,3725,2,198
BGC0000166,3725,3,-1
BGC0000166,3725,4,247
BGC0000166,3725,5,227
BGC0000166,3725,6,116
BGC0000166,3725,7,17
BGC0000166,3725,8,-1
BGC0001812,3725,1,-1
BGC0001812,3725,2,198
BGC0001812,3725,3,-1
BGC0001812,3725,4,247
BGC0001812,3725,5,227
BGC0001812,3725,6,116
BGC0001812,3725,7,17
BGC0001812,3725,8,-1
BGC0000153,7375,1,281
BGC0000153,7375,2,-1
BGC0000153,7375,3,-1
BGC0000153,7375,4,-1
BGC0000153,7375,5,174
BGC0000153,7375,6,113
BGC0000153,7375,7,-1
BGC0000153,7375,8,-1
BGC0000153,7375,9,-1
BGC0000153,7375,10,-1
BGC0000153,7375,11,-1
BGC0000153,7375,12,390
BGC0000153,7375,13,-1
BGC0000153,7375,14,-1
BGC0000153,7375,15,-1
BGC0000161,39894,1,79
BGC0000161,39894,2,-1
BGC0000161,39894,3,79
BGC0000197,32589,1,393
BGC0000197,32589,2,-1
BGC0000197,32589,3,120
BGC0000197,32589,4,10
BGC0000197,32589,5,-1
BGC0000197,32589,6,315
BGC0001617,40028,1,231
BGC0001617,40028,2,477
BGC0001617,40028,3,-1
BGC0001617,40028,4,129
BGC0000171,8552,1,294
BGC0000171,8552,2,292
BGC0000171,8552,3,196
BGC0000171,8552,4,17
BGC0000171,8552,5,-1
BGC0000171,8552,6,-1
BGC0000179,23827,1,418
BGC0000179,23827,2,-1
BGC0000179,23827,3,-1
BGC0000179,23827,4,6
BGC0000179,23827,5,214
BGC0000179,23827,6,109
BGC0000179,23827,7,-1
BGC0000179,23827,8,418
BGC0000179,23827,9,70
BGC0000179,23827,10,345
BGC0000179,23827,11,-1
BGC0000179,23827,12,-1
BGC0000179,23827,13,509
BGC0000179,23827,14,509
BGC0000179,23827,15,509
BGC0000179,23827,16,509
BGC0000179,23827,17,509
BGC0000179,23827,18,509
BGC0000179,23827,19,31
BGC0000179,23827,20,418
BGC0000157,5605,1,-1
BGC0000157,5605,2,-1
BGC0000157,5605,3,111
BGC0000157,5605,4,116
BGC0000157,5605,5,-1
BGC0000157,5605,6,-1
BGC0000157,5605,7,190
BGC0000157,5605,8,292
BGC0000157,5605,9,-1
BGC0000157,5605,10,247
BGC0000157,5605,11,-1
BGC0001644,791,1,323
BGC0001644,791,2,19
BGC0001644,791,3,77
BGC0001644,791,4,19
BGC0001644,791,5,77
BGC0001644,791,6,77
BGC0001644,791,7,77
BGC0001644,791,8,341
BGC0001644,791,9,19
BGC0001644,791,10,77
BGC0001644,791,11,19
BGC0001644,791,12,77
BGC0001644,791,13,19
BGC0001644,791,14,19
BGC0001644,791,15,19
BGC0001644,791,16,341
BGC0001644,791,17,530
BGC0001644,791,18,19
BGC0001644,791,19,19
BGC0001644,791,20,341
BGC0001644,791,21,323
BGC0001644,791,22,460
BGC0001644,791,23,-1
BGC0001644,791,24,460
BGC0001644,791,25,77
BGC0001655,18283,1,400
BGC0001655,18283,2,580
BGC0001655,18283,3,580
BGC0001655,18283,4,590
BGC0001655,18283,5,590
BGC0001655,18283,6,587
BGC0001655,18283,7,485
BGC0001655,18283,8,505
BGC0001655,18283,9,-1
BGC0001655,18283,10,98
BGC0001655,18283,11,-1
BGC0001655,18283,12,556
BGC0001655,18283,13,435
BGC0001655,18283,14,435
BGC0001655,18283,15,-1
BGC0001655,18283,16,-1
BGC0001655,18283,17,250
BGC0001622,840,1,120
BGC0001622,840,2,-1
BGC0001622,840,3,8
BGC0001622,840,4,-1
BGC0001622,840,5,43
BGC0001622,840,6,-1
BGC0001657,745,1,580
BGC0001657,745,2,580
BGC0001657,745,3,505
BGC0001657,745,4,123
BGC0001657,745,5,556
BGC0001657,745,6,720
BGC0001657,745,7,436
BGC0001657,745,8,472
BGC0001657,745,9,573
BGC0001657,745,10,250
BGC0001657,745,11,556
BGC0001657,745,12,273
BGC0001657,745,13,273
BGC0001657,745,14,565
BGC0002384,745,1,580
BGC0002384,745,2,580
BGC0002384,745,3,505
BGC0002384,745,4,123
BGC0002384,745,5,556
BGC0002384,745,6,720
BGC0002384,745,7,436
BGC0002384,745,8,472
BGC0002384,745,9,573
BGC0002384,745,10,250
BGC0002384,745,11,556
BGC0002384,745,12,273
BGC0002384,745,13,273
BGC0002384,745,14,565
BGC0001668,39658,1,209
BGC0000191,34073,1,321
BGC0000191,34073,2,338
BGC0000191,34073,3,256
BGC0000191,34073,4,642
BGC0000191,34073,5,54
BGC0000191,34073,6,441
BGC0000192,34073,1,321
BGC0000192,34073,2,338
BGC0000192,34073,3,256
BGC0000192,34073,4,642
BGC0000192,34073,5,54
BGC0000192,34073,6,441
BGC0001627,20258,1,118
BGC0001627,20258,2,293
BGC0001627,20258,3,293
BGC0001627,20258,4,-1
BGC0000167,3212,1,31
BGC0000167,3212,2,142
BGC0000167,3212,3,142
BGC0000167,3212,4,65
BGC0000167,3212,5,-1
BGC0000167,3212,6,394
BGC0000167,3212,7,-1
BGC0000167,3212,8,227
BGC0000167,3212,9,227
BGC0000167,3212,10,549
